,Text,Sentiment
149,First shops to make this effort could really win the PR game... and make a real difference. https://t.co/6TqO57Lt0q,Extremely Positive
150,"How come #TrumpIsAnIdiot or #trumpneedstoshutup is not trending?? For real!! People are freaked, stores canÂt keep food on their shelf, and the stock market is out of control. @realDonaldTrump please for the sake of the county shut up. #coronavirus",Neutral
151,"Mum actually mounted a dispenser and soap. You wash your hand before you enter her supermarket. 

No chance for Covid-19",Positive
152,"I would list a plethora of ÂTo DoÂsÂ, but unfortunately my day jobs are in health care and supermarket retail. So while everyone is bucking down, IÂll be out taking care of the sick and feeding the hungry.
#coronavirus #COVID2019 #StaySafe #frontlines",Positive
153,"Things I may stockup on if things get crazy 
1. Chocolate 
2. Make up remover 
3. Concealer for my dark circles 
4. Chewing gum
5. Pringles 
6. Seeds to grow flowers 
7. Manual of how to survive in an apocalypse 
8. More chocolate 
9. Gin
10. Kitten heel shoes
#coronavirus",Negative
154,Please read our full LAVA Covid-19 Statement &amp; Announcement of Online Store for Consumer Electronics and Computing Interfaces here: https://t.co/1u3gfhzk0Z https://t.co/s8pH8wAsty,Positive
155,Cleanshelf supermarket Sanitizers 19,Neutral
156,@Walmart @Target @kroger increase your workers for your online shopping and add more time slots for pick up and delivery... and hire workers for a short time from other business being shut down! #WINWIN #coronavirus #stayindoorsandshop,Positive
157,Thank you @NorthgateGlzMrk for taking care of our abuelos/as! https://t.co/nWmxYoOMHf,Extremely Positive
158,"Also, to the people stocking up on soap, hand sanitiser and toilet roll, leaving the shelves empty the rest of us. You do realise to stop the spread of #coronavirus other people need to be able to wash their hands too...

?? #StopPanicBuying https://t.co/MzLdWhLGGg",Positive
159,My 79 (nearly 80) year old nana hasnÂt stock piled food or toilet rolls. But...she has stocked her cupboard up with two full tubs of horlicks #Priorities #CoronaVirus ?? https://t.co/MRK7r62Fv5,Neutral
160,"If a person doesnÂt have the capability to do online shopping, I would encourage for a relative / friend / acquaintance to do the shopping for them (if out of city / state / country) and have them as alternate pick up person. #coronavirus #CoronavirusOutbreak #Covid_19",Extremely Positive
161,Televangelists are making a killing from the CoVID 19 panic. TheyÂre selling their ÂsurvivalÂ meals for $750 for 60 days worth of food. ?? IÂm almost sure it was at least $200 cheaper two months ago.,Extremely Negative
162,"COVID-19 RETAIL EDITION 
fitting rooms closed the store is pact. People are upset that they canÂt try on clothes the worst thing on their mind rn is not being able to fit in that pair of jeans. As restaurants and bars are closing IÂm reminded of the ignorance of corporate America",Extremely Negative
163,"The opportunities &amp; challenges caused by #reverselogistics are even more apparent with the current #COVID-19 pandemic. As many stores have closed their physical locations, even more consumers are turning to online shopping. https://t.co/jmewQM90Z7
#ECommerce #Returns #Coronavirus https://t.co/CCVKSzz3OH",Positive
164,"Here is a photo from an Edinburgh supermarket last night. I happen to work here. 

IÂm one of the workers the UK gov classed as Âlow skilledÂ just a couple of weeks ago, before Covid-19 hit us bad.
#Thread https://t.co/7M61CZtYO9",Extremely Negative
165,.@bbchealth  How can someone in a high-risk group distance against #COVID-19 when not enough drivers to deliver online shopping &amp; has no friends or relatives? My position &amp; all here are in same group,Negative
166,Actual footage of me trying to go to the grocery store this weekend. IÂm not sure what yÂall doing with all the toilet paper but please remember weÂre all in this together. #panicbuyers #coronavirus https://t.co/73WwtXqvT3,Positive
167,"So, I've seen this BS pop up all over Facebook in various community groups.  You cannot call the toll free number on a can of infant formula, tell them you cannot find formula at a retail store due to COVID-19, and they'll send you a full case of free formula.  IT IS A HOAX!!! https://t.co/2CyxHEaCEZ",Extremely Positive
168,"FYI: I checked out the freeze dried food companies. Seems everyone is sold out, or out of stock, or backlogged for weeks. #coronavirus",Positive
169,"Although panic stockpiling may have left shelves empty, there may be some silver linings in the #coronavirus cloud such as a rise in online grocery shopping, deliveries, drive-thrus and services like post-mates! @TheSpoonTech

https://t.co/DIO9KGFixp",Negative
170,"I haven't panicked bought &amp; only have enough provisions for me &amp; my family for a few days. 

I also don't have a car thanks to the idiot who smashed into mine last week. 

No online shopping slots for 3 weeks. 

It won't be Covid-19 that kills my family, it will be lack of food!",Extremely Negative
171,"Mass hysteria isnÂt going to successfully deal with COVID-19.
For the majority contracting COVID-19 will see mild flu symptoms so no need to panic buy 6 months worth of toilet paper and canned food.",Extremely Negative
172,"Went to the store today. Most canned food is gone. We needed toilet paper and actually got a pack of 12 rolls. We got milk and cat treats as well. Thank god for Save on Foods for still having some stuff. 
Over 100 cases of Covid-19 in my province so panic buying is common.",Positive
173,https://t.co/r9skYbYiHt CALLING SMALL BUSINESSES: Chicago's Department of Business Affairs &amp; Consumer Protection (BACP) is soliciting your feedback to develop resources and measures to support small businesses that have been impacted by COVID-19. Please fill out this survey ASAP.,Extremely Positive
174,And if you work at supermarket store you live paycheck to paycheck ????? #COVID2019,Neutral
175,What 2K Consumers Told PYMNTS About How COVID-19 Changed Their Daily Lives - https://t.co/hG5vYrH02L,Neutral
176,"What's the plan for supplying food @BorisJohnson? The panic buying is crazy and the supermarkets have no slots for delivery. Rationing seems sensible. You can't ""suggest"" (how feeble) we self-isolate for months without telling us how we'll eat. #coronavirus",Extremely Negative
177,Consumer-debt holding organizations: Debt Relief for American households impacted by COVID-19 response - Sign the Petition! https://t.co/r6fjiK6Xxh via @Change,Negative
178,"Taken by Henk Zwoferink on Saturday in WÃ¶rgl, our black beauty hauled a train bringing the last tourists home. Our colleagues are #workinghard to keep supply chains running while respecting the measures to ensure everyone's #safety. A pleasure to work with such #DedicatedPeople! https://t.co/EoXT7Q43ZB",Extremely Positive
179,Is it safe to work here amid coronavirus? https://t.co/hmqwl0JCo8 via @phillyinquirer,Positive
180,Americans Stock Up On Food as COVID-19 Concerns Rise. the only thing i bought on this list is a few extra boxes of pasta...https://t.co/C0z5g5aTmj,Neutral
181,@Nordstrom Rack stores making efforts in Washington St market to drive store sales this weekend $JWN #retail #retailapocalypse2020 #coronavirus #retailnews https://t.co/9dfkB2NuCr,Neutral
182,How to Avoid Coronavirus Phishing Scams - Consumer Reports https://t.co/D166pdSHLM #covid-19 #Coronavirus #coronavirus #Coronavirusupdate #Coronapocolypse,Extremely Negative
183,If you have any updates from grocery stores or any shopping experiences from this weekend or today....let us know! Which store still has what in stock? What are they out of?? #COVID19 #Coronavirus #LOTL,Neutral
184,"My colleague texts me at 8pm to ask if I need anything from the supermarket.

Me: could you buy me 2 cartons of unsweetened almond milk ?

I try to convince myself I'm not millennial material and I say sh*t like this 

#COVID2019",Positive
185,"Stock market corrections
Currency rate corrections
Oil prices corrections
Interest rate changes
Currency rate fluctuations

#coronavirus #covid2019 #coronavirusindia is a LIFESTYLE CORRECTION

Wisdom is in collectiveness
Respect nature for it to reciprocate
No one is above other",Extremely Positive
186,@olson_jessie @NashTerrance @MccrorieJim @ArmyVet1775 @rogerscarmen @AliM20698746 @jimbo_always @bill_wrights @ddcampassr @JewelsJones1 @real_pat_henry @WeSeeYouWeKnow @____54_____ @RandallKraft @DatoFreddy @LennyInnecken6 @SanMateogirl11 @brandyls76 @Spa,Neutral
187,"Casper Provides Business Update On COVID-19 - https://t.co/ZS6NpEF9Vz YORK--(BUSINESS WIRE)--Casper Sleep Inc. (ÂCasperÂ or the ÂCompanyÂ) (NYSE: CSPR) today provided an update on its North America retail store operations in response to the continued spread of COVID-19.

In l... https://t.co/0oAHf51FtI",Neutral
188,Left supermarket Right supermarket Now take a guess which country the press calls hysterical dysfunctional 19,Neutral
189,When panic buying(thanks to the media) think of the elderly or those with disabilities who canÂt get out to buy food and essentials. #covid?19uk  #coronavirus #panicshopping https://t.co/1iAwpNs096,Negative
190,"""I already stocked up on food. Ammo was just the next step."" 

Sorry America, you can't shoot your way out of #coronavirus 

https://t.co/VnVJKDkBxM",Negative
